SYSDATETIME,GFS_wind_speed_80m,GFS_wind_direction_80m,GFS_temperature_2m,GFS_relative_humidity_2m,GFS_wind_gusts_10m,ECMWF_wind_speed_100m,ECMWF_wind_speed_10m,ECMWF_wind_direction_10m,ECMWF_temperature_2m,ECMWF_relative_humidity_2m,ICON_wind_speed_80m,ICON_wind_direction_80m,ICON_temperature_2m,ICON_relative_humidity_2m,ICON_wind_gusts_10m,GEM_wind_speed_80m,GEM_wind_direction_80m,GEM_temperature_2m,GEM_relative_humidity_2m,GEM_wind_gusts_10m,JMA_wind_speed_10m,JMA_wind_direction_10m,JMA_temperature_2m,JMA_relative_humidity_2m
2026-05-30 20:00:00,4.05,340.0,18.4,86,3.6,1.61,1.0,264.0,18.6,94.0,,,,,,,,,,,,,,
2026-05-30 21:00:00,3.88,348.0,17.8,89,3.5,1.17,0.54,248.0,17.9,97.0,,,,,,,,,,,,,,
2026-05-30 22:00:00,3.1,360.0,17.4,90,3.1,1.13,0.41,194.0,17.2,99.0,,,,,,,,,,,,,,
2026-05-30 23:00:00,2.42,24.0,17.3,90,2.5,1.43,0.63,162.0,16.6,100.0,,,,,,,,,,,,,,
2026-05-31 00:00:00,2.27,49.0,17.2,89,2.2,1.84,0.94,148.0,16.2,100.0,,,,,,,,,,,,,,
2026-05-31 01:00:00,2.5,53.0,17.0,88,2.3,2.32,1.22,145.0,15.8,100.0,,,,,,,,,,,,,,
2026-05-31 02:00:00,2.76,46.0,16.9,88,2.5,2.81,1.5,143.0,15.6,100.0,,,,,,,,,,,,,,
2026-05-31 03:00:00,2.9,44.0,16.8,87,2.7,3.1,1.78,142.0,15.6,99.0,,,,,,,,,,,,,,
2026-05-31 04:00:00,2.77,49.0,16.6,87,2.7,3.11,1.98,139.0,16.2,97.0,,,,,,,,,,,,,,
2026-05-31 05:00:00,2.52,56.0,16.4,88,2.6,2.98,2.05,137.0,17.0,95.0,,,,,,,,,,,,,,
2026-05-31 06:00:00,2.37,62.0,16.9,86,2.5,2.88,2.13,139.0,17.9,92.0,,,,,,,,,,,,,,
2026-05-31 07:00:00,2.46,63.0,18.5,79,2.4,2.77,2.2,141.0,18.9,89.0,,,,,,,,,,,,,,
2026-05-31 08:00:00,2.56,59.0,20.7,70,2.3,2.64,2.16,146.0,19.9,86.0,,,,,,,,,,,,,,
2026-05-31 09:00:00,2.7,51.0,22.6,63,2.4,2.6,2.15,158.0,20.8,84.0,,,,,,,,,,,,,,
2026-05-31 10:00:00,2.84,39.0,23.9,59,2.7,2.8,2.3,182.0,21.4,82.0,,,,,,,,,,,,,,
2026-05-31 11:00:00,3.22,26.0,25.0,58,3.0,3.81,2.95,204.0,21.9,80.0,,,,,,,,,,,,,,
2026-05-31 12:00:00,3.81,14.0,25.5,57,3.6,5.1,3.86,217.0,22.3,79.0,,,,,,,,,,,,,,
2026-05-31 13:00:00,4.7,1.0,25.2,57,4.5,6.45,4.81,223.0,22.6,78.0,,,,,,,,,,,,,,
2026-05-31 14:00:00,5.76,352.0,24.4,58,5.5,7.85,5.74,229.0,22.9,77.0,,,,,,,,,,,,,,
2026-05-31 15:00:00,6.67,347.0,23.6,60,6.2,8.7,6.31,229.0,22.9,77.0,,,,,,,,,,,,,,
2026-05-31 16:00:00,7.13,345.0,23.0,62,6.6,8.78,6.16,227.0,22.6,78.0,,,,,,,,,,,,,,
2026-05-31 17:00:00,7.25,345.0,22.4,64,6.7,8.36,5.67,221.0,22.2,81.0,,,,,,,,,,,,,,
2026-05-31 18:00:00,7.13,345.0,21.8,67,6.4,7.89,5.19,214.0,21.7,83.0,,,,,,,,,,,,,,
2026-05-31 19:00:00,6.65,348.0,20.9,71,5.4,7.52,4.74,205.0,21.2,86.0,,,,,,,,,,,,,,
2026-05-31 20:00:00,5.95,352.0,19.8,76,3.9,7.13,4.34,195.0,20.6,89.0,,,,,,,,,,,,,,
2026-05-31 21:00:00,5.31,357.0,19.1,80,2.8,6.79,4.03,187.0,20.1,91.0,,,,,,,,,,,,,,
2026-05-31 22:00:00,4.5,357.0,18.7,81,2.3,6.48,3.73,188.0,19.8,92.0,,,,,,,,,,,,,,
2026-05-31 23:00:00,3.71,357.0,18.7,80,2.2,6.06,3.49,193.0,19.6,93.0,,,,,,,,,,,,,,
2026-06-01 00:00:00,3.2,358.0,18.6,79,2.2,5.69,3.2,200.0,19.5,93.0,,,,,,,,,,,,,,
2026-06-01 01:00:00,3.31,5.0,18.4,79,2.4,5.41,3.09,209.0,19.4,93.0,,,,,,,,,,,,,,
2026-06-01 02:00:00,3.88,12.0,18.1,79,2.8,5.22,2.98,220.0,19.3,93.0,,,,,,,,,,,,,,
2026-06-01 03:00:00,4.24,19.0,18.0,79,3.2,5.06,3.04,226.0,19.4,93.0,,,,,,,,,,,,,,
2026-06-01 04:00:00,4.34,29.0,17.7,80,3.6,4.9,3.04,226.0,19.7,92.0,,,,,,,,,,,,,,
2026-06-01 05:00:00,4.47,40.0,17.5,82,3.9,4.72,3.04,224.0,20.1,91.0,,,,,,,,,,,,,,
2026-06-01 06:00:00,4.6,48.0,17.9,80,4.2,4.52,2.98,220.0,20.4,90.0,,,,,,,,,,,,,,
2026-06-01 07:00:00,4.75,49.0,19.5,73,4.3,4.33,3.0,217.0,20.8,89.0,,,,,,,,,,,,,,
2026-06-01 08:00:00,4.82,48.0,21.7,63,4.2,4.13,2.88,214.0,21.1,88.0,,,,,,,,,,,,,,
2026-06-01 09:00:00,4.67,45.0,23.5,55,4.1,3.88,2.8,215.0,21.2,87.0,,,,,,,,,,,,,,
2026-06-01 10:00:00,4.33,40.0,24.4,53,3.8,3.61,2.62,223.0,21.1,87.0,,,,,,,,,,,,,,
2026-06-01 11:00:00,3.91,32.0,24.8,53,3.5,3.41,2.39,237.0,20.7,88.0,,,,,,,,,,,,,,
2026-06-01 12:00:00,3.57,18.0,25.0,54,3.4,3.45,2.4,253.0,20.3,89.0,,,,,,,,,,,,,,
2026-06-01 13:00:00,3.62,354.0,24.9,54,3.9,3.71,2.6,268.0,19.9,90.0,,,,,,,,,,,,,,
2026-06-01 14:00:00,4.38,333.0,24.5,53,4.7,4.06,2.96,282.0,19.4,91.0,,,,,,,,,,,,,,
2026-06-01 15:00:00,4.92,322.0,24.0,54,4.9,4.43,3.2,290.0,19.0,92.0,,,,,,,,,,,,,,
2026-06-01 16:00:00,4.34,322.0,23.4,57,4.1,4.52,3.22,296.0,18.7,92.0,,,,,,,,,,,,,,
2026-06-01 17:00:00,3.11,327.0,22.8,61,2.8,4.44,3.14,301.0,18.4,92.0,,,,,,,,,,,,,,
2026-06-01 18:00:00,2.15,338.0,22.0,65,1.8,4.36,3.08,306.0,18.1,92.0,,,,,,,,,,,,,,
2026-06-01 19:00:00,1.82,351.0,20.9,71,1.5,4.24,2.97,312.0,17.9,92.0,,,,,,,,,,,,,,
2026-06-01 20:00:00,1.7,360.0,19.8,77,1.4,4.11,2.83,318.0,17.6,91.0,,,,,,,,,,,,,,
2026-06-01 21:00:00,1.8,3.0,19.0,81,1.6,4.06,2.77,319.0,17.5,91.0,,,,,,,,,,,,,,
2026-06-01 22:00:00,2.2,360.0,18.8,80,2.0,4.0,2.7,321.0,17.5,91.0,,,,,,,,,,,,,,
2026-06-01 23:00:00,2.72,354.0,18.9,77,2.6,4.06,2.77,319.0,17.5,91.0,,,,,,,,,,,,,,
